Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Iqbal,G-365,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Restoration to 1798,G-116,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Uttar Madhyakaleen Kavya,G-129,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Differential Equations,G-153,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Differential Geometry,G-154,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Mechanics,G-155,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Modern Indian Thought,G-249,1st
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Industrial Chemistry,Chemical Process Economics and Industrial Organization,B-354,3rd
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Sanskritkavyam Kavyashastranchna,A-130,1st
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sanskrit,"Natakam, Natya-shaityetihasashcha",A-230,2nd
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Veda-Upnishad-Arshkavyam-Alankarashcha,A-330,3rd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Statistical Analysis,I-103,1st
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,English Language Teaching and English in India,G-315,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Patrakarita-Prashikshan,G-329,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Difference Equations,G-449,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Integral Equations and Boundary Value Problems,G-450,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Wavelets,G-451,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Information Theory and Reliability Theory,G-452,2nd
21-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Philosophy of Sankara,G-555,2nd
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Micro Economics II,G-110,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Modern Europe (1789-1919),G-242,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Fiction,G-264,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Sanskrit Poetics,G-282,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Psychology of War,G-297,1st
21-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Computer Science,Computer Architecture & Data Communication,B-398,3rd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Society in India-Structure and Change,A-133,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Social Research Methods,A-333,3rd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sociology,Indian Society-Issues and Problems,A-233,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Ecconomics,C-105,1st
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Fundaments of Entreprenurship,C-205,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,E-Commerce,C-305,3rd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Man Power Studies,G-496,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,International Economics,G-306,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Special Education,G-305,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of modern India (1707-1885 A.D.),G-443,2nd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Modern Literature,G-465,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Romantic Literature,G-117,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Katha-Sahitya,G-130,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Sociological Concepts,G-287,1st
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Modern Sociological Theories,G-389,2nd
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Advanced Abstract Algebra,G-156,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Theory of Numbers,G-157,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Mathematical Statistics,G-158,1st
24-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Zoology,"Biotechnology, Immunology, Biological Tools and Techniques and Biostatistics",B-321,3rd
24-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Zoology,"Animal Distribution, Evolution and Developmental Biology",B-221,2nd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,"Vyakaranam, Anuvadeh, Sanskritsahityetihasshcha",A-131,1st
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sanskrit,"Gadhyakavyam, -Vyakaranam, Nibandhah, Gadhya,-Shaityetihas",A-231,2nd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sanskrit,Gadyakavyam-Neetikavyam- Vayakaranam-Chandashcha,A-331,3rd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Kho Kho,S-309,3rd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Table Tennis,S-310,3rd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Wrestling,S-311,3rd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Vocational Oriented Courses,S-312,3rd
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Financial Management,I-104,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Ancient Indian Political Thought,G-273,1st
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,India and the World,G-473,2nd
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,"Dhwani, Vyanjana Sthapan & Kavyashastriy Shat Prasthan",G-584,2nd
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Chayavadottar Kavya,G-332,2nd
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Macro Economics II,G-111,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Area Study (himalayan States-Nepal & Bhutan) & Pakistan,G-298,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Modern World (1920-1960),G-243,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,Archaeology of Ancient Indian History,G-244,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of South India (From Sangam Age to Vigay Nagar Empire),G-245,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Non-Fictional Prose,G-265,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,"Sanskrit Grammer, Essay & Anuwad",G-283,1st
23-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Chemistry,Organic Chemistry,B-307,3rd
23-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Chemistry,Organic Chemistry,B-207,2nd
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of Ancient India (B.C. 600 - A.D. 606),A-115,1st
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,History,Political History of Medieval India (1206 - 1526 A.D.),A-215,2nd
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of India (1740-1947),A-415,3rd
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Environment,C-106,1st
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Public Finance,C-206,2nd
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Management Accounting,C-306,3rd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,"20th Century British Fiction, Drama and Prose",G-316,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Computer Programming & Data Structure,G-453,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Non Linear Programming,G-454,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Spherical Astronomy & Space Dynamics,G-455,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,"Fuzzy Set Theory, Fuzzy Logics & Their Applications",G-456,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Modern India (1885-1950 A.D.),G-444,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Script Writing & Translation,G-466,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Essay Writing & Translation,G-467,2nd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Financial Institutions and Markets,G-408,2nd
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Victorian Literature,G-118,1st
25-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Statistics,Non-Parametric Methods and Numericals,B-394,3rd
25-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Statistics,Statistical Inference,B-294,2nd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Katheitar Gadh Sahitya,G-131,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Soordas),G-225,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Goswami Tulsidas),G-226,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Jayshankar Prashad),G-227,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Premchand),G-228,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Agyey),G-229,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Kabir Das),G-230,1st
28-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Geography,Geography of India,A-212,2nd
28-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Geography,Geography of India,B-212,2nd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Geography,South West Asia,A-512,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Geography,South West Asia,B-512,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Geography,South East Asia,A-513,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Geography,South East Asia,B-513,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Geography,South Asia,A-515,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Geography,South Asia,B-515,3rd
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Industrial Chemistry,Industrial Chemical Analysis,B-353,3rd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Economics,Macro Economics,A-146,1st
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Economics,Macro Economics,B-146,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Economics,Public Finance,A-246,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Economics,Public Finance,B-246,2nd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Economics,Economic Growth & International Trade,A-346,3rd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Economics,Economic Growth & International Trade,B-346,3rd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Indirect Taxes-GST and Custom Law,I-105,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Science and Technology in War,G-497,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Distance Education,G-402,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Hindi Aqlochana,G-333,2nd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Basic Statistics & Computer Application in Social Research,G-288,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Tribes in India,G-487,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Sociology of Environment,G-491,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Sociology of Social Movements,G-489,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Political Sociology,G-494,2nd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Zoology,Applied and Economic Zoology,B-320,3rd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Zoology,Chordata,B-220,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Qualifying Course,General Awareness,A-010,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Qualifying Course,General Awareness,C-010,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Qualifying Course,General Awareness,S-010,2nd
30-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Contemporary Political Theory,G-274,1st
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Local Governance in India,G-474,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Indian Philosophy,G-586,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Research Methodology,G-438,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Classical Literature,G-468,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Demography,G-409,2nd
30-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Insurgency & Counter Insurgence,G-299,1st
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Geometry and Vector Calculus,A-128,1st
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Geometry and Vector Calculus,B-128,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Maths,Mechanics,A-228,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Maths,Mechanics,B-228,2nd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Numerical Methods and Fundamentals of Computer,A-328,3rd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Numerical Methods and Fundamentals of Computer,B-328,3rd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Neo-Classical Theories,G-289,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Social Problems In India,G-290,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,Indian Literature in English,G-317,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Mathematical Modeling,G-457,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Partial Differential Equations,G-458,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Bio-Mathematics,G-459,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Mathematics of Finance & Insurance,G-460,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Bhartiya Sahitya),G-327,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Kauravi Lok Sahitya),G-328,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Pravashi Hindi Sahitya),G-334,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Sanskrit),G-336,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Prakrut - Apbransh),G-337,2nd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Nazam,A-137,1st
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Urdu,Ghazal,A-237,2nd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Classical Poetry,A-437,3rd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Essay Translation & Grammer,A-438,3rd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Corporate Financial Accounting,I-106,1st
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Cicil & Military Relations,G-498,2nd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Educational Technology,G-403,2nd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Environmental Economics,G-413,2nd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Computer Science,Visual Basic and Introduction to Web-Desigining,B-397,3rd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,English,English Grammer and Phonetics,A-110,1st
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,English,Indian Writings in English Prose and Poetry,A-210,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,English,Shakespeare,A-310,3rd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,Translation Studies,G-318,2nd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Brahman Pratishakhy & Nirukt,G-588,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Social Change: Concept and Theories,G-290,2nd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Classification in Sociology,G-391,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Chemistry,Inorganic Chemistry,B-306,3rd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Chemistry,Inorganic Chemistry,B-206,2nd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of India (From A.D. 606 upto A.D. 1206),A-116,1st
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,History,Political History of Medieval India (1526-1740 A.D.),A-216,2nd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,History of Indian Culture,A-416,3rd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,History of Modern World (1920-1960),A-417,3rd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Perspectives on Indian Society,G-392,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Socio-Cultural History of Modern India (1757-1947 A.D.),G-445,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Economic History of British India (1757-1950),G-446,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Women Through Ages,G-447,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Corporate Laws and Governance,I-107,1st
7-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Philosophy,Modern Western Philosophy,A-125,1st
7-May-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Philosophy,Logic (Indian & Western),A-225,2nd
7-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Philosophy,Social & Political Philosophy,A-425,3rd
7-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Philosophy,Applied Philosophy,A-426,3rd
8-May-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Library & Info Science,Computer Applications in Libraries,A-321,3rd
8-May-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Library & Info Science,Knowledge Organisation in Libraries,A-221,2nd
9-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Basic Psychological Process,A-140,1st
9-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Psychology,Psychopathology,A-240,2nd
9-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Psychological Measurement & Testing,A-439,3rd
11-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Defence Studies,Evolution of Strategic Thought,A-304,3rd
11-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Defence Studies,Evolution of Strategic Thought,B-304,3rd
11-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Defence Studies,Art of War in India (After 1947),A-204,2nd
11-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Defence Studies,Art of War in India (After 1947),B-204,2nd
12-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Geography,Environmental Studies,A-511,3rd
12-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Geography,Environmental Studies,B-511,3rd
12-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Geography,Economic Geography,A-211,2nd
12-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Geography,Economic Geography,B-211,2nd
13-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Home Science,Fundamentals of Food & Nutrition,A-317,3rd
13-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Home Science,Introduction to Textiles,A-217,2nd
14-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Physical Education,Foundation of Physical Education,A-185,1st
14-May-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Physical Education,Health Education ,A-285,2nd
14-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Physical Education,Management in Physical Education,A-385,3rd
15-May-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Music,Vocal (Theory Paper),A-165,1st
15-May-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Music,Vocal (Theory Paper),A-365,3rd
15-May-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Music,Tabla (Theory Paper),A-369,3rd
16-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Drawing & Painting (Visual Art),Philosophy of Art and Modern Indian Painting (18th Century A.D. upto present age),A-303,3rd
16-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Drawing & Painting (Visual Art),History of Indian Painting (Primitive Art and 1st Century to 17th Century A.D.),A-203,2nd
16-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Foundation of Physical Education,S-101,1st
16-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)","Health Education, Safely Education, First Aid and Rehabilitation",A-201,2nd
16-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Psychology & Sociology Physical Education & Sports,S-301,3rd
18-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Library & Info Science,Information Storage and Retrieval System,A-222,2nd
18-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Library & Info Science,Library Management,A-322,3rd
